time(s),nformants,F1(Hz),B1(Hz),F2(Hz),B2(Hz),F3(Hz),B3(Hz),F4(Hz),B4(Hz),F5(Hz),B5(Hz)
4.800660,4,1088.382,1039.419,2546.144,745.178,3315.737,986.525,4488.480,852.698,--undefined--,--undefined--
4.806910,4,1376.016,455.937,2481.041,743.727,3277.315,748.890,4385.085,701.176,--undefined--,--undefined--
4.813160,4,1284.067,458.399,2290.948,928.298,3165.135,675.998,4491.249,1091.569,--undefined--,--undefined--
4.819410,4,1070.741,364.438,2217.159,667.677,3329.984,664.966,4635.725,938.033,--undefined--,--undefined--
4.825660,4,1039.230,306.408,2286.401,438.529,3396.214,604.493,4473.338,682.862,--undefined--,--undefined--
4.831910,4,1122.306,478.119,2414.558,1069.258,3189.782,717.441,4437.224,864.301,--undefined--,--undefined--
4.838160,5,718.865,592.594,1600.868,688.426,2909.212,582.037,3927.288,859.349,4933.165,1118.879
4.844410,5,609.032,1119.984,1609.710,551.584,3159.780,624.825,3663.154,2042.324,4763.859,891.517
4.850660,4,1489.023,453.261,2619.382,749.904,3621.619,554.826,4779.160,582.662,--undefined--,--undefined--
4.856910,4,1408.056,619.122,2591.925,642.169,3632.198,513.850,4778.597,605.180,--undefined--,--undefined--
4.863160,4,1262.437,683.984,2351.287,942.329,3371.986,904.179,4531.072,1508.813,--undefined--,--undefined--
4.869410,4,1345.235,685.483,2492.415,963.250,3657.480,971.955,4413.115,2546.880,--undefined--,--undefined--
4.875660,4,1593.725,777.036,2657.442,2272.488,3175.137,1325.730,4628.211,1220.375,--undefined--,--undefined--
4.881910,5,176.077,1141.254,1948.417,611.606,2958.346,632.100,3998.402,1322.154,5248.012,1430.890
4.888160,5,223.459,861.014,2010.144,406.761,2929.412,630.017,4178.266,1475.188,4856.578,1281.491
4.894410,4,1422.879,1572.203,2098.820,684.132,3240.636,684.247,4327.558,491.373,--undefined--,--undefined--
4.900660,4,1488.680,651.291,2372.058,1311.459,3238.895,876.424,4287.182,724.249,--undefined--,--undefined--
4.906910,4,1618.306,557.619,2662.488,630.412,3924.376,1023.473,5168.848,1475.969,--undefined--,--undefined--
4.913160,4,1779.647,752.473,2745.675,751.172,3760.700,1434.153,4738.696,845.933,--undefined--,--undefined--
4.919410,4,1317.154,1203.396,2222.998,547.196,3402.485,713.589,4597.664,671.122,--undefined--,--undefined--
4.925660,4,1334.383,636.182,2270.832,344.363,3495.132,411.858,4635.488,609.117,--undefined--,--undefined--
4.931910,4,1233.193,465.912,2259.498,361.486,3345.400,358.130,4592.956,596.024,--undefined--,--undefined--
4.938160,4,1260.041,470.720,2238.223,298.144,3291.089,338.367,4496.910,387.377,--undefined--,--undefined--
4.944410,4,1364.841,1488.999,2170.931,726.030,3209.210,757.483,4517.421,702.545,--undefined--,--undefined--
4.950660,4,1291.135,1495.857,2306.748,1109.098,3132.520,1208.135,4367.299,831.321,--undefined--,--undefined--
4.956910,4,1035.724,1070.220,2288.510,619.674,3302.470,725.529,4423.034,466.016,--undefined--,--undefined--
4.963160,4,1312.110,639.425,2490.528,1005.877,3157.004,908.049,4337.961,418.324,--undefined--,--undefined--
4.969410,4,1264.347,654.026,1735.313,1639.813,3043.821,542.353,4280.634,543.994,--undefined--,--undefined--
4.975660,4,1082.748,302.467,2273.880,720.311,3369.748,772.535,4600.336,1161.591,--undefined--,--undefined--
4.981910,4,1152.694,515.430,2381.659,461.657,3505.351,397.670,4930.610,608.945,--undefined--,--undefined--
4.988160,4,1213.131,738.662,2339.136,764.449,3454.787,748.961,4526.887,901.887,--undefined--,--undefined--
4.994410,3,2000.172,1355.753,2343.540,682.557,4088.873,652.022,--undefined--,--undefined--,--undefined--,--undefined--
5.000660,4,1699.497,800.173,2439.484,359.094,3994.518,653.994,5006.260,1174.779,--undefined--,--undefined--
5.006910,4,1160.426,986.803,2308.409,292.045,3515.686,924.482,4707.666,866.880,--undefined--,--undefined--
5.013160,4,1233.096,835.591,2281.013,305.670,3384.614,656.255,4647.269,616.161,--undefined--,--undefined--
5.019410,4,1732.197,813.948,2628.690,563.235,3880.846,717.103,4853.890,791.293,--undefined--,--undefined--
5.025660,5,300.068,1049.253,1849.391,1065.445,2631.676,919.443,3638.382,689.709,4915.423,596.827
5.031910,4,1503.954,1176.645,2441.635,679.468,3515.003,720.619,4919.687,834.768,--undefined--,--undefined--
5.038160,4,1458.633,941.075,2324.479,825.645,3329.791,811.093,4367.176,803.543,--undefined--,--undefined--
5.044410,4,1222.416,919.267,2359.628,1080.772,3237.590,679.692,4403.797,501.406,--undefined--,--undefined--
5.050660,4,1105.826,717.433,2227.923,384.550,3483.516,867.761,4345.063,536.154,--undefined--,--undefined--
5.056910,4,1348.556,778.918,2301.952,397.140,3440.218,461.263,4740.247,598.336,--undefined--,--undefined--
5.063160,4,1454.163,888.574,2466.167,568.677,3498.350,535.147,4796.990,368.212,--undefined--,--undefined--
5.069410,5,311.008,891.207,1851.283,803.052,2731.152,697.246,3703.882,803.378,4833.283,483.229
5.075660,4,1644.589,374.389,2787.330,604.378,3825.642,842.729,4781.442,709.020,--undefined--,--undefined--
5.081910,4,1619.650,320.597,2512.532,544.795,3811.456,1696.369,4472.815,1248.850,--undefined--,--undefined--
5.088160,4,1660.227,313.930,2359.278,181.229,3866.060,1459.960,4299.056,1955.589,--undefined--,--undefined--
5.094410,4,1642.057,125.303,2381.248,121.062,3504.088,813.006,4957.716,630.275,--undefined--,--undefined--
5.100660,4,1558.731,187.702,2401.960,89.953,3121.428,1699.771,4693.896,837.323,--undefined--,--undefined--
5.106910,5,1609.022,166.581,1988.796,1253.152,2418.402,84.305,3298.425,3590.293,4712.968,446.464
5.113160,5,1581.720,110.981,2026.505,609.862,2413.601,65.465,3382.275,2328.662,4844.663,317.114
5.119410,4,1667.067,149.503,2167.576,592.286,2436.903,79.876,4697.932,415.206,--undefined--,--undefined--
5.125660,5,1636.903,102.025,2132.725,584.077,2445.718,171.757,3545.242,4933.055,4975.609,814.120
5.131910,5,1189.035,3527.673,1648.203,55.551,2389.685,151.737,2817.742,428.170,5001.198,494.469
5.138160,4,1620.241,86.348,2333.222,124.705,2954.841,207.398,4913.082,409.793,--undefined--,--undefined--
5.144410,5,978.259,2604.409,1575.667,92.563,2352.532,118.700,2944.239,365.065,4908.400,178.303
5.150660,5,1134.431,1501.332,1604.968,404.933,2436.292,227.110,2820.030,674.356,4856.318,149.184
5.156910,4,1556.384,183.420,2383.272,276.804,2587.237,592.083,4784.498,47.160,--undefined--,--undefined--
5.163160,4,1578.121,207.390,2321.184,151.141,2802.281,997.515,4797.622,30.182,--undefined--,--undefined--
5.169410,5,835.225,427.277,1746.108,255.463,2385.484,115.017,3681.540,1935.067,4762.903,28.635
5.175660,5,785.858,266.361,1790.068,311.782,2400.200,80.361,3694.424,1775.090,4723.683,28.911
5.181910,5,753.473,231.884,1703.728,206.328,2421.864,64.571,3755.241,1750.965,4724.086,58.369
5.188160,5,681.920,333.681,1620.933,133.477,2411.065,76.512,3600.906,1068.535,4730.953,94.540
5.194410,5,442.273,332.617,1619.764,160.091,2351.851,129.256,3568.028,989.772,4741.742,51.495
5.200660,5,300.517,134.937,1610.610,271.554,2357.318,121.733,3430.305,1567.554,4732.431,42.757
5.206910,5,286.849,148.182,1836.365,946.487,2321.675,2971.008,2371.673,350.517,4745.961,100.533
5.213160,5,331.684,119.434,1831.928,714.305,1895.906,2736.233,2369.437,379.628,4730.615,167.285
5.219410,5,343.536,80.326,1521.708,647.154,2249.340,255.770,2821.416,1513.936,4716.878,162.939
5.225660,5,335.888,74.112,1494.114,661.377,2248.893,177.586,2940.329,1424.871,4698.004,140.393
5.231910,5,317.761,70.540,1471.522,604.828,2225.004,165.917,2930.777,1186.195,4723.345,143.632
5.238160,5,307.906,48.811,1473.328,407.314,2204.889,96.494,3305.316,545.402,4747.212,154.265
5.244410,5,317.905,42.294,1423.193,415.056,2203.256,69.811,3374.538,385.645,4759.016,200.972
5.250660,5,319.171,44.114,1378.748,417.837,2190.826,70.277,3393.319,395.937,4738.934,414.537
5.256910,5,320.996,44.378,1410.086,360.589,2152.247,140.332,3313.840,389.290,4646.423,363.628
5.263160,5,322.658,47.694,1436.346,417.926,2160.698,153.004,3271.682,401.289,4643.158,523.842
5.269410,5,320.393,50.982,1389.897,533.063,2180.061,149.885,3288.906,384.899,4723.222,752.595
5.275660,5,320.343,64.328,1303.827,748.534,2179.378,115.208,3270.987,519.786,4750.227,784.607
5.281910,5,313.162,66.179,1271.343,717.663,2168.834,93.403,3166.036,611.888,4710.990,281.886
5.288160,5,307.026,53.419,1324.851,493.754,2154.225,108.880,3131.505,629.239,4669.005,386.263
5.294410,5,308.170,49.846,1390.648,389.514,2133.002,183.729,3229.961,857.777,4602.250,942.217
5.300660,5,312.620,69.315,1457.033,821.535,2125.358,345.545,2947.001,2038.504,4574.583,805.580
5.306910,5,317.095,90.145,1324.032,1470.990,2136.171,216.735,2875.477,1815.152,4625.139,863.881
5.313160,4,318.340,92.232,1406.402,1286.851,2178.450,157.196,3660.325,1035.011,--undefined--,--undefined--
5.319410,4,314.733,87.911,1412.569,1178.456,2166.294,184.405,3629.553,746.088,--undefined--,--undefined--
5.325660,5,304.090,83.224,1238.834,1019.630,2121.641,163.066,3419.423,1013.875,4710.282,1656.018
5.331910,5,298.795,88.832,1170.170,1087.037,2121.249,153.845,3458.187,990.308,4629.826,1832.085
5.338160,5,290.135,76.806,1115.545,809.833,2076.909,161.856,3388.763,884.159,4532.856,957.779
5.344410,5,290.862,77.531,1167.999,836.713,2117.377,138.084,3465.457,869.733,4715.453,1656.782
5.350660,4,293.993,90.288,1290.959,1020.392,2214.672,131.344,3521.642,401.034,--undefined--,--undefined--
5.356910,5,289.698,72.515,1141.685,741.731,2230.165,74.108,3479.545,660.349,4709.837,2391.199
5.363160,5,293.306,71.634,1172.839,776.110,2223.182,65.472,3453.056,837.912,4977.350,2250.548
5.369410,5,296.166,75.820,1139.954,949.635,2219.205,90.129,3255.463,1196.981,4593.845,1318.527
5.375660,5,291.561,78.086,1066.407,732.329,2226.043,39.105,3266.957,884.806,4716.981,1094.228
5.381910,5,292.993,75.901,1148.004,745.027,2226.664,41.693,3455.240,892.998,4841.607,1565.188
5.388160,5,297.134,72.456,1186.646,686.544,2220.220,72.907,3607.293,1164.182,5090.445,2223.775
5.394410,4,297.539,77.082,1074.251,631.954,2224.037,153.050,3431.931,760.136,--undefined--,--undefined--
5.400660,5,297.861,75.138,1006.242,761.797,2191.557,120.970,3418.868,641.695,4794.927,1593.032
5.406910,5,301.029,77.940,831.011,1009.745,2201.663,62.124,3395.304,583.469,4844.551,1175.399
5.413160,5,293.692,52.170,956.232,720.989,2231.056,144.756,3562.217,837.248,4619.542,1069.275
5.419410,5,301.540,53.504,945.957,805.264,2225.389,97.298,3840.985,1344.205,4609.497,1340.163
5.425660,5,309.856,39.658,932.060,514.535,2195.273,47.256,3387.943,640.615,4841.099,762.286
5.431910,5,316.207,43.497,928.694,671.387,2213.989,44.439,3549.776,743.834,4803.429,899.783
5.438160,5,307.191,30.614,1032.877,419.576,2252.259,123.962,3586.897,623.450,4791.415,602.507
5.444410,5,303.534,24.111,1057.987,257.739,2213.149,189.377,3504.454,437.061,4816.527,602.821
5.450660,5,291.452,27.305,1031.017,391.786,2177.973,258.552,3431.155,470.068,4885.227,731.537
5.456910,5,283.061,29.727,1050.383,519.993,2174.406,460.358,3417.924,558.358,4779.216,472.508
5.463160,5,272.858,42.317,1065.000,443.543,2205.115,248.518,3498.464,631.528,4825.611,531.700
5.469410,5,290.336,57.772,1052.796,820.245,2159.695,280.403,3647.260,500.159,4853.455,816.377
5.475660,5,325.841,52.803,1104.860,907.602,2217.868,315.160,3725.657,565.110,4820.818,996.208
5.481910,5,334.802,29.268,1160.138,542.526,2238.755,171.158,3701.564,769.270,4817.425,577.655
5.488160,5,331.306,20.432,1187.651,353.578,2254.284,112.996,3536.866,464.696,4883.849,491.288
5.494410,5,330.287,20.440,1098.482,405.131,2233.132,159.498,3562.686,374.812,4829.440,526.814
5.500660,5,317.507,33.216,1064.495,824.435,2275.325,660.313,3602.444,515.814,4872.962,721.411
5.506910,5,270.806,102.787,1114.612,1307.253,2279.270,763.667,3671.340,813.422,4639.729,774.052
5.513160,4,319.984,211.408,2146.836,494.827,3610.266,881.478,4557.978,582.930,--undefined--,--undefined--
5.519410,5,310.447,87.585,1068.234,1750.096,2247.110,794.335,3755.732,1072.258,4636.278,854.624
5.525660,5,307.612,59.705,1308.921,1422.118,2467.301,1018.708,3942.489,958.325,5020.287,1798.070
5.531910,4,337.436,44.328,2151.110,372.491,3397.811,598.911,4662.907,786.483,--undefined--,--undefined--
5.538160,4,351.988,32.860,2104.895,299.098,3335.691,854.831,4567.904,846.759,--undefined--,--undefined--
5.544410,4,353.720,57.222,2101.693,245.455,3317.184,878.245,4382.051,714.504,--undefined--,--undefined--
5.550660,4,313.111,125.694,2085.334,343.244,3159.810,921.258,4519.496,919.102,--undefined--,--undefined--
5.556910,4,319.601,93.089,2132.321,423.860,3386.485,888.278,4617.124,814.662,--undefined--,--undefined--
5.563160,4,303.833,82.170,2195.124,359.911,3561.185,610.060,4715.709,987.173,--undefined--,--undefined--
5.569410,4,244.491,97.940,2129.161,382.130,3468.283,823.887,4445.455,961.174,--undefined--,--undefined--
5.575660,4,238.678,112.737,2099.088,327.081,3313.975,1036.040,4352.806,1569.272,--undefined--,--undefined--
5.581910,4,236.875,103.478,2110.145,245.829,3199.720,734.367,4412.068,1624.696,--undefined--,--undefined--
5.588160,4,260.053,92.431,2015.228,516.612,2960.455,634.648,4256.968,733.146,--undefined--,--undefined--
5.594410,5,277.011,89.176,1685.320,583.054,2649.299,569.057,3968.666,783.175,5276.957,1927.597
5.600660,5,281.082,90.185,1737.835,552.007,2643.448,1004.262,3866.508,612.170,4970.106,1646.373
5.606910,4,241.162,88.030,1997.203,544.647,3303.160,610.751,4264.282,790.318,--undefined--,--undefined--
5.613160,5,247.962,117.818,1841.778,1208.574,2731.825,2274.386,3410.348,629.166,4844.837,651.809
5.619410,5,299.095,62.086,1778.111,773.973,2793.128,990.284,3620.997,751.946,4850.452,528.990
5.625660,5,268.023,95.984,1868.119,844.979,2468.497,568.476,3745.894,409.136,4855.292,491.891
5.631910,5,267.610,123.529,2231.546,525.605,2417.711,2581.080,3785.997,679.851,4767.075,848.910
5.638160,4,304.148,154.305,2040.572,426.602,3252.368,518.632,4325.375,746.741,--undefined--,--undefined--
5.644410,5,335.819,132.788,1866.917,343.952,3075.206,458.720,4243.591,1490.857,4900.769,1282.483
5.650660,5,297.664,324.486,1855.939,391.005,3012.039,409.707,4138.651,861.479,5137.242,1876.925
5.656910,5,322.661,309.993,1851.628,602.445,2949.721,596.638,3865.814,611.207,5102.571,1432.602
5.663160,5,354.317,157.758,1782.361,516.777,2993.996,580.785,4059.995,851.618,4813.408,867.388
5.669410,5,425.038,405.892,1999.110,322.210,2746.342,233.086,3583.243,1514.789,4832.316,643.715
5.675660,5,621.588,328.705,1888.349,208.872,2573.013,247.055,2950.677,199.935,4783.601,926.986
5.681910,5,616.128,460.253,1898.686,247.766,2647.414,266.029,2981.176,377.387,4647.168,422.970
5.688160,5,371.698,1706.187,2025.484,682.407,2746.385,539.449,3265.398,673.189,4640.844,574.264
5.694410,4,2321.300,309.233,3124.871,239.302,3390.321,3373.411,4587.776,1047.365,--undefined--,--undefined--
5.700660,4,1809.954,646.377,2533.540,393.462,3204.823,203.897,4567.066,509.735,--undefined--,--undefined--
5.706910,4,1709.519,356.364,2509.936,229.554,3252.164,179.122,4456.507,775.002,--undefined--,--undefined--
5.713160,4,1683.226,362.884,2428.805,320.480,3193.277,223.444,4283.888,1093.590,--undefined--,--undefined--
5.719410,4,1650.850,309.680,2482.216,357.536,3117.286,345.774,4385.489,854.776,--undefined--,--undefined--
5.725660,4,1657.356,96.932,2442.365,122.738,3199.731,238.497,4578.633,482.546,--undefined--,--undefined--
5.731910,4,1647.177,91.819,2418.864,122.572,3143.412,218.568,4555.471,582.893,--undefined--,--undefined--
5.738160,4,1610.910,142.297,2395.354,84.893,3137.418,277.382,4614.973,446.093,--undefined--,--undefined--
5.744410,4,1624.747,84.714,2391.263,162.426,3234.621,505.891,4806.098,386.702,--undefined--,--undefined--
5.750660,4,1600.096,71.613,2320.663,265.713,3363.357,475.112,4808.799,350.149,--undefined--,--undefined--
5.756910,4,1559.918,97.622,2436.864,427.392,3417.425,658.032,4790.791,694.150,--undefined--,--undefined--
5.763160,4,1578.609,213.668,2534.973,466.246,3660.656,1097.782,4744.212,833.561,--undefined--,--undefined--
5.769410,5,596.157,1335.502,1655.695,257.398,2820.028,540.964,3875.225,1378.667,4674.604,935.192
5.775660,5,575.620,978.413,1614.446,116.633,2844.621,502.543,3759.349,717.751,4916.863,843.850
5.781910,4,1603.069,268.482,2435.141,3050.053,2980.473,498.326,4193.404,775.266,--undefined--,--undefined--
5.788160,4,1529.298,367.182,2352.013,817.224,3166.298,530.703,4412.893,612.179,--undefined--,--undefined--
5.794410,4,1546.394,342.542,2604.447,1401.594,3229.009,704.369,4726.658,575.646,--undefined--,--undefined--
5.800660,4,1416.791,617.583,2081.805,1702.249,3243.206,370.260,4700.229,575.054,--undefined--,--undefined--
5.806910,4,1300.907,805.314,2426.046,1021.916,3290.863,1068.025,4461.497,768.088,--undefined--,--undefined--
5.813160,4,1343.491,1252.051,2244.778,965.090,3207.026,1094.108,4106.121,1258.229,--undefined--,--undefined--
5.819410,4,1228.424,972.231,2280.471,806.583,3204.801,659.906,4441.328,919.735,--undefined--,--undefined--
5.825660,5,577.510,989.433,1568.743,924.652,2683.621,553.944,3914.250,958.576,4986.989,1014.950
5.831910,4,703.233,835.324,1918.239,781.753,3117.248,948.353,4261.985,1000.697,--undefined--,--undefined--
5.838160,4,824.989,597.928,1902.011,700.483,3074.927,914.633,4078.486,658.315,--undefined--,--undefined--
5.844410,4,734.973,1372.166,1455.572,1084.009,2904.014,531.493,4288.953,690.586,--undefined--,--undefined--
5.850660,4,1260.385,700.077,2758.068,1806.016,2953.630,814.865,4502.606,915.997,--undefined--,--undefined--
5.856910,4,1183.627,812.845,2327.576,495.879,3265.762,569.651,4585.939,1167.111,--undefined--,--undefined--
5.863160,4,1309.317,485.475,2320.422,346.807,3295.277,848.862,4472.456,679.655,--undefined--,--undefined--
5.869410,4,1333.543,517.349,2262.724,440.303,3372.018,728.030,4450.091,611.719,--undefined--,--undefined--
5.875660,4,1364.333,922.972,2256.292,814.471,3279.818,816.113,4499.888,558.755,--undefined--,--undefined--
5.881910,4,1174.534,1408.444,2200.521,1121.518,3094.394,683.728,4313.609,596.690,--undefined--,--undefined--
5.888160,4,959.683,999.123,2179.802,667.231,3171.163,430.273,4361.660,418.070,--undefined--,--undefined--
5.894410,4,1283.090,1372.944,2247.830,1020.944,3225.079,823.075,4558.632,910.264,--undefined--,--undefined--
5.900660,4,1788.811,553.358,2753.959,820.758,3775.610,699.980,4947.645,680.086,--undefined--,--undefined--
5.906910,4,1410.102,634.707,2286.778,532.997,3419.572,471.664,4636.626,846.390,--undefined--,--undefined--
5.913160,4,1487.439,584.566,2542.499,746.125,3634.273,718.507,4901.225,813.255,--undefined--,--undefined--
5.919410,4,1508.440,933.563,2523.460,775.444,3470.426,984.544,4476.745,844.298,--undefined--,--undefined--
5.925660,4,1218.474,1290.471,2449.316,460.884,3474.752,897.284,4277.900,858.827,--undefined--,--undefined--
5.931910,4,1356.134,874.827,2555.646,542.175,3746.855,941.188,4392.678,1155.581,--undefined--,--undefined--
5.938160,4,1768.606,797.224,2100.742,2250.714,3235.664,734.543,4427.798,626.199,--undefined--,--undefined--
5.944410,4,1830.080,666.184,1966.445,4494.669,3099.239,916.610,4209.059,1308.665,--undefined--,--undefined--
5.950660,4,1468.473,996.174,2090.528,599.110,3519.297,579.952,4922.866,963.838,--undefined--,--undefined--
5.956910,4,1520.374,1043.529,2175.830,620.206,3547.439,571.751,4694.645,683.248,--undefined--,--undefined--
5.963160,4,1495.998,887.665,2613.664,568.540,3649.350,470.356,4725.903,507.646,--undefined--,--undefined--
5.969410,4,1817.495,1100.551,2944.182,1162.714,3143.273,3428.572,4522.682,1297.328,--undefined--,--undefined--
5.975660,4,1255.847,2005.264,2073.183,775.095,3181.232,689.588,4335.180,620.826,--undefined--,--undefined--
5.981910,4,1601.282,1669.758,2025.404,1004.044,3224.981,872.934,4413.659,760.964,--undefined--,--undefined--
5.988160,4,1507.943,1195.750,2171.323,1003.880,3232.979,871.865,4335.142,583.961,--undefined--,--undefined--
5.994410,4,1391.496,2263.323,2179.184,1013.645,3150.702,1196.099,4239.793,736.069,--undefined--,--undefined--
6.000660,4,1406.568,1266.160,2499.516,936.480,3797.263,3642.518,4073.719,642.133,--undefined--,--undefined--
6.006910,4,1308.552,1262.775,2298.148,779.349,3348.477,903.273,4218.019,762.180,--undefined--,--undefined--
6.013160,4,1307.107,966.139,2304.181,695.106,3404.663,613.520,4396.436,1523.157,--undefined--,--undefined--
6.019410,4,1236.725,1285.496,2114.354,707.809,3257.355,562.941,4383.153,644.519,--undefined--,--undefined--
6.025660,4,1334.898,1138.526,2129.097,563.521,3343.444,750.387,4494.008,844.035,--undefined--,--undefined--
6.031910,4,1251.906,845.718,2209.657,365.999,3396.516,333.248,4739.191,936.296,--undefined--,--undefined--
6.038160,4,1726.976,992.726,2646.649,2091.659,3118.050,845.406,4580.283,1170.909,--undefined--,--undefined--
6.044410,4,1468.214,988.652,2702.272,669.193,3567.567,952.507,4718.924,930.507,--undefined--,--undefined--
6.050660,4,1500.513,1649.644,2267.369,922.130,3486.412,961.433,4668.349,981.640,--undefined--,--undefined--
6.056910,4,1507.268,1117.109,2228.875,813.503,3357.631,1193.207,4194.637,704.967,--undefined--,--undefined--
6.063160,4,1338.541,705.768,2512.594,741.001,3538.482,1855.276,4038.045,683.899,--undefined--,--undefined--
6.069410,4,1538.267,1075.875,2594.971,891.307,3903.592,580.953,4993.203,1318.675,--undefined--,--undefined--
6.075660,4,1557.976,1013.581,2519.780,1427.982,3537.470,1484.704,4016.716,1190.740,--undefined--,--undefined--
6.081910,4,1555.139,880.530,2351.132,1024.456,3361.797,665.378,4554.662,999.864,--undefined--,--undefined--
6.088160,4,1521.820,531.744,2392.835,547.067,3403.207,759.231,4643.639,755.397,--undefined--,--undefined--
6.094410,4,1633.015,936.036,2238.438,894.597,3384.323,880.964,4738.189,790.756,--undefined--,--undefined--
6.100660,4,1306.569,385.211,2294.442,390.396,3446.758,606.641,4587.602,626.410,--undefined--,--undefined--
6.106910,4,1320.531,416.826,2342.970,344.478,3451.416,717.552,4522.743,719.976,--undefined--,--undefined--
6.113160,4,1364.927,1271.957,2170.483,664.505,3308.781,977.230,4301.462,650.078,--undefined--,--undefined--
6.119410,4,1167.047,1432.151,2128.344,624.311,3227.969,635.068,4366.992,523.382,--undefined--,--undefined--
6.125660,4,1393.556,914.369,2320.558,643.275,3353.480,1264.973,4473.122,851.629,--undefined--,--undefined--
6.131910,4,1422.165,573.351,2450.776,506.937,3524.852,646.345,4666.029,1334.421,--undefined--,--undefined--
6.138160,4,1382.620,684.475,2495.526,813.603,3240.287,607.870,4726.538,643.563,--undefined--,--undefined--
6.144410,4,1344.324,926.597,2306.233,558.559,3270.016,643.829,4616.108,604.449,--undefined--,--undefined--
6.150660,4,1360.389,850.295,2403.619,314.859,3439.256,833.896,4809.864,739.092,--undefined--,--undefined--
6.156910,4,1373.248,775.693,2505.769,289.709,3469.645,1347.816,4514.109,1306.215,--undefined--,--undefined--
6.163160,4,1322.109,529.435,2448.510,411.285,3265.262,791.708,4274.525,610.864,--undefined--,--undefined--
6.169410,4,1281.122,573.966,2331.352,554.896,3309.152,701.256,4362.540,572.533,--undefined--,--undefined--
6.175660,4,1229.858,497.032,2431.335,275.920,3569.559,1125.787,4373.900,855.678,--undefined--,--undefined--
6.181910,4,1307.744,571.990,2471.095,323.154,3458.852,1093.733,4310.812,727.403,--undefined--,--undefined--
6.188160,4,1316.967,798.043,2462.732,380.153,3370.224,1060.250,4418.121,516.235,--undefined--,--undefined--
6.194410,4,1320.946,966.015,2293.628,475.526,3340.636,577.795,4621.509,752.233,--undefined--,--undefined--
6.200660,4,1435.935,743.819,2273.492,596.717,3314.633,494.820,4621.791,799.000,--undefined--,--undefined--
6.206910,4,1484.565,359.754,2552.110,474.744,3726.745,632.686,4871.267,986.076,--undefined--,--undefined--
6.213160,4,1422.685,481.626,2432.302,185.697,3737.138,394.342,4992.847,849.306,--undefined--,--undefined--
6.219410,4,1418.211,907.241,2431.267,344.109,3622.378,767.907,4883.608,669.347,--undefined--,--undefined--
6.225660,4,1691.317,1533.600,2274.889,807.573,3475.930,1546.053,4395.641,992.367,--undefined--,--undefined--
6.231910,4,1168.805,1190.630,2234.983,497.971,3102.207,736.516,4283.504,252.787,--undefined--,--undefined--
6.238160,4,1301.638,835.054,2429.024,558.080,3429.582,711.246,4261.336,749.908,--undefined--,--undefined--
6.244410,4,1448.622,778.394,2481.599,597.175,3567.950,598.844,4697.752,925.683,--undefined--,--undefined--
6.250660,4,1414.238,552.352,2482.775,725.996,3556.924,585.861,4550.534,1195.589,--undefined--,--undefined--
6.256910,4,1373.935,1812.756,2116.121,589.683,3448.111,554.588,4363.662,1119.296,--undefined--,--undefined--
6.263160,4,1808.812,2073.000,2071.470,552.613,3581.025,782.198,4765.436,649.629,--undefined--,--undefined--
6.269410,4,1807.858,515.246,2594.431,1592.029,3691.510,831.163,4890.623,443.930,--undefined--,--undefined--
6.275660,5,519.214,1137.438,1919.181,772.482,2745.960,1193.824,3748.520,1263.440,4874.595,751.252
6.281910,4,820.289,939.351,2369.157,836.820,2944.895,2093.283,4220.259,764.685,--undefined--,--undefined--
6.288160,4,1403.838,927.923,2660.258,812.709,3865.510,3011.198,4216.590,1204.007,--undefined--,--undefined--
6.294410,4,1801.421,1974.543,2424.754,910.042,3696.128,695.955,4935.089,850.358,--undefined--,--undefined--
6.300660,5,518.071,1039.542,1692.591,1356.523,2579.651,717.738,3791.980,558.677,5075.046,851.310
6.306910,3,1674.630,1265.271,2712.672,654.131,4104.987,832.461,--undefined--,--undefined--,--undefined--,--undefined--
6.313160,3,1584.718,1129.375,2504.233,741.185,3880.269,1056.418,--undefined--,--undefined--,--undefined--,--undefined--
6.319410,4,1625.096,1111.614,2517.661,597.754,3770.085,742.144,5033.122,926.034,--undefined--,--undefined--
6.325660,4,1154.653,912.720,2495.063,338.315,3792.613,1370.129,4044.673,1110.345,--undefined--,--undefined--
6.331910,4,1023.491,1540.012,2460.933,488.241,3442.912,1192.846,4406.444,974.462,--undefined--,--undefined--
6.338160,5,542.792,1065.600,1916.543,1327.686,2578.958,508.896,4123.142,856.668,4944.149,1057.832
6.344410,4,1090.781,1069.956,2469.843,568.815,3269.700,1556.090,4342.970,674.974,--undefined--,--undefined--
6.350660,4,1179.116,818.212,2396.314,508.401,3341.574,600.571,4404.611,556.785,--undefined--,--undefined--
6.356910,4,809.968,1807.540,2288.414,590.428,3161.116,737.191,4358.784,549.002,--undefined--,--undefined--
6.363160,4,611.595,913.533,2331.591,559.314,3170.950,924.649,4303.363,1091.030,--undefined--,--undefined--
6.369410,4,781.501,952.478,2362.527,629.408,2937.841,2860.943,4037.689,796.997,--undefined--,--undefined--
6.375660,4,1433.564,908.108,2377.424,444.011,3863.123,465.586,5133.312,762.446,--undefined--,--undefined--
6.381910,4,1226.260,800.734,2297.875,422.067,3463.900,1091.304,4394.560,1238.284,--undefined--,--undefined--
6.388160,4,1235.648,1067.582,2190.374,556.496,3242.188,521.966,4413.024,473.034,--undefined--,--undefined--
